order_ref,timestamp_ns,side,shares,stock,price_raw,price_dollars
547,34200002510910,B,300,MSFT,1491106,149.1106
548,34200002512324,S,100,AMZN,1493235,149.3235
549,34200002515723,B,200,NVDA,1499505,149.9505
550,34200002517252,S,200,AAPL,1497490,149.749
551,34200002524623,S,200,META,1516079,151.6079
552,34200002531972,S,100,TSLA,1521074,152.1074
553,34200002532200,B,100,NVDA,1502846,150.2846
554,34200002539225,S,200,TSLA,1520259,152.0259
555,34200002539413,B,100,TSLA,1519801,151.9801
556,34200002542544,B,200,GOOG,1480073,148.0073
557,34200002542809,B,100,MSFT,1490018,149.0018
558,34200002549675,S,200,AAPL,1497411,149.7411
559,34200002553286,B,100,GOOG,1480748,148.0748
560,34200002557781,S,100,NVDA,1503161,150.3161
561,34200002558925,S,1000,META,1515563,151.5563
562,34200002563919,S,200,GOOG,1482926,148.2926
563,34200002569552,S,500,AAPL,1496070,149.607
564,34200002575408,S,1000,AAPL,1495270,149.527
565,34200002579861,B,100,TSLA,1518931,151.8931
566,34200002587991,S,100,TSLA,1521101,152.1101
567,34200002588118,B,100,GOOG,1481509,148.1509
568,34200002592847,S,100,MSFT,1490357,149.0357
569,34200002595785,B,100,AMZN,1490567,149.0567
570,34200002597530,S,100,AAPL,1496568,149.6568
571,34200002605700,B,100,GOOG,1480512,148.0512
572,34200002605912,B,1000,NVDA,1503746,150.3746
573,34200002613025,S,100,MSFT,1489902,148.9902
574,34200002613127,S,100,AAPL,1493799,149.3799
575,34200002622524,B,200,NVDA,1499700,149.97
576,34200002622716,B,200,MSFT,1488167,148.8167
577,34200002624819,S,100,AAPL,1495760,149.576
578,34200002631670,B,1000,AMZN,1487385,148.7385
579,34200002640053,B,200,MSFT,1487851,148.7851
580,34200002647024,S,100,META,1514089,151.4089
581,34200002653913,B,500,META,1514078,151.4078
582,34200002660790,S,1000,MSFT,1488419,148.8419
583,34200002664083,S,200,AMZN,1487873,148.7873
584,34200002673392,B,100,TSLA,1520260,152.026
585,34200002683296,S,100,AAPL,1496114,149.6114
586,34200002689063,S,300,AMD,1505722,150.5722
587,34200002692780,B,100,MSFT,1485184,148.5184
588,34200002701701,B,100,MSFT,1486175,148.6175
589,34200002706088,B,300,META,1516460,151.646
590,34200002706520,B,100,META,1516805,151.6805
591,34200002710368,S,200,META,1521285,152.1285
592,34200002717533,S,100,NVDA,1503283,150.3283
593,34200002718641,S,1000,TSLA,1519849,151.9849
594,34200002724241,B,100,MSFT,1485932,148.5932
595,34200002730651,S,200,TSLA,1519771,151.9771
596,34200002734292,B,1000,GOOG,1480914,148.0914
597,34200002735934,S,100,NVDA,1503424,150.3424
598,34200002743576,B,100,MSFT,1485894,148.5894
599,34200002752299,S,200,AAPL,1497658,149.7658
600,34200002756278,B,100,AMD,1503042,150.3042
601,34200002763593,S,100,AMZN,1489792,148.9792
602,34200002766170,B,500,MSFT,1487960,148.796
603,34200002766607,B,100,MSFT,1485428,148.5428
604,34200002774676,S,100,MSFT,1487538,148.7538
605,34200002781922,S,1000,NVDA,1503217,150.3217
606,34200002787092,S,100,META,1522114,152.2114
607,34200002788181,B,500,AMD,1503071,150.3071
608,34200002792546,S,100,AAPL,1494387,149.4387
609,34200002802329,B,200,META,1519507,151.9507
610,34200002809840,S,200,NVDA,1504204,150.4204
611,34200002815864,B,1000,TSLA,1516697,151.6697
612,34200002818815,S,100,META,1522587,152.2587
613,34200002820667,B,500,TSLA,1514676,151.4676
614,34200002829394,B,100,MSFT,1487297,148.7297
615,34200002836958,B,100,NVDA,1503203,150.3203
616,34200002840829,S,100,AMZN,1490403,149.0403
617,34200002841235,S,200,AMD,1504034,150.4034
618,34200002842239,S,300,TSLA,1515556,151.5556
619,34200002851721,B,500,MSFT,1487718,148.7718
620,34200002858424,S,100,AAPL,1495010,149.501
621,34200002859500,S,1000,META,1523479,152.3479
622,34200002868743,B,100,AMZN,1488229,148.8229
623,34200002875921,S,200,AMZN,1489232,148.9232
624,34200002877369,S,1000,AMD,1504368,150.4368
625,34200002885126,S,200,AMD,1504586,150.4586
626,34200002887649,S,200,META,1523560,152.356
627,34200002892229,B,1000,NVDA,1502615,150.2615
628,34200002897076,B,1000,AMZN,1485881,148.5881
629,34200002897230,B,300,TSLA,1515775,151.5775
630,34200002907101,S,100,GOOG,1481791,148.1791
631,34200002916475,B,200,AAPL,1494642,149.4642
632,34200002916791,B,100,AMZN,1484112,148.4112
633,34200002926281,B,1000,AMD,1504246,150.4246
634,34200002933497,B,100,AMD,1504303,150.4303
635,34200002942219,B,200,GOOG,1479159,147.9159
636,34200002949318,B,500,META,1524527,152.4527
637,34200002954740,B,200,META,1525780,152.578
638,34200002955218,S,200,TSLA,1515902,151.5902
639,34200002961133,B,300,MSFT,1487913,148.7913
640,34200002964809,S,100,AMZN,1486148,148.6148
641,34200002970065,S,1000,AAPL,1496089,149.6089
642,34200002977811,B,200,META,1526321,152.6321
643,34200002983474,S,100,GOOG,1479734,147.9734
644,34200002991796,B,1000,META,1528176,152.8176
645,34200002998323,S,100,GOOG,1478143,147.8143
646,34200003000491,S,500,NVDA,1504755,150.4755
647,34200003007970,B,200,GOOG,1477902,147.7902
648,34200003011982,S,1000,AMZN,1486657,148.6657
649,34200003012134,B,200,AAPL,1496462,149.6462
650,34200003012437,B,100,GOOG,1478366,147.8366
651,34200003018092,B,200,GOOG,1480097,148.0097
652,34200003018531,S,100,AMD,1505971,150.5971
653,34200003021744,B,200,META,1529043,152.9043
654,34200003031489,S,500,MSFT,1487998,148.7998
655,34200003039242,B,1000,AMZN,1487289,148.7289
656,34200003042475,B,100,AMZN,1486466,148.6466
657,34200003050527,S,1000,META,1530310,153.031
658,34200003050914,S,300,AMZN,1488457,148.8457
659,34200003053211,S,500,NVDA,1503746,150.3746
660,34200003062926,S,200,NVDA,1504497,150.4497
661,34200003071344,B,100,AMZN,1485366,148.5366
662,34200003074836,S,200,AMZN,1488181,148.8181
663,34200003075160,S,200,AAPL,1497473,149.7473
664,34200003081761,B,100,AAPL,1496613,149.6613
665,34200003085154,S,100,NVDA,1503380,150.338
666,34200003089129,B,100,AAPL,1498698,149.8698
667,34200003094207,B,100,TSLA,1516013,151.6013
668,34200003095756,S,200,NVDA,1502686,150.2686
669,34200003101869,S,1000,TSLA,1513988,151.3988
670,34200003107764,B,100,META,1530049,153.0049
671,34200003114080,S,200,TSLA,1513472,151.3472
672,34200003119062,B,100,AAPL,1499275,149.9275
673,34200003121528,S,100,AAPL,1502716,150.2716
674,34200003123511,B,300,TSLA,1512683,151.2683
675,34200003129700,S,100,AAPL,1501381,150.1381
676,34200003129993,S,200,META,1531647,153.1647
677,34200003139022,B,200,META,1529860,152.986
678,34200003147696,S,300,TSLA,1512649,151.2649
679,34200003156058,S,100,AMZN,1489035,148.9035
680,34200003165347,S,300,AMZN,1488149,148.8149
681,34200003167384,S,200,NVDA,1502167,150.2167
682,34200003173669,B,100,NVDA,1497673,149.7673
683,34200003176795,S,100,NVDA,1498214,149.8214
684,34200003179412,S,100,MSFT,1487041,148.7041
685,34200003179625,S,200,AAPL,1499505,149.9505
686,34200003181935,B,1000,GOOG,1479181,147.9181
687,34200003183890,S,300,AMD,1506539,150.6539
688,34200003184100,S,200,AMZN,1486949,148.6949
689,34200003188031,B,200,GOOG,1480044,148.0044
690,34200003196028,S,300,NVDA,1499659,149.9659
691,34200003204286,B,100,GOOG,1480310,148.031
692,34200003212041,S,300,META,1532397,153.2397
693,34200003217203,B,200,NVDA,1498369,149.8369
694,34200003217320,S,500,META,1531095,153.1095
695,34200003221955,S,100,AMZN,1485769,148.5769
696,34200003231331,S,200,TSLA,1510816,151.0816
697,34200003236424,B,300,MSFT,1487511,148.7511
698,34200003240986,B,100,TSLA,1511153,151.1153
699,34200003246907,B,100,GOOG,1479476,147.9476
700,34200003247035,S,500,AAPL,1496982,149.6982
701,34200003248222,B,200,META,1528467,152.8467
702,34200003251672,B,100,NVDA,1500626,150.0626
703,34200003260941,B,1000,META,1526887,152.6887
704,34200003261213,B,500,GOOG,1479960,147.996
705,34200003269331,S,100,GOOG,1478539,147.8539
706,34200003273543,S,200,MSFT,1489183,148.9183
707,34200003273854,B,100,TSLA,1510710,151.071
708,34200003275250,B,300,NVDA,1502306,150.2306
709,34200003280075,S,100,AMZN,1486739,148.6739
710,34200003280202,S,100,TSLA,1513236,151.3236
711,34200003283025,S,100,TSLA,1516718,151.6718
712,34200003292839,B,300,AMZN,1484768,148.4768
713,34200003294140,B,100,TSLA,1515947,151.5947
714,34200003296124,S,100,NVDA,1505359,150.5359
715,34200003296562,B,100,AMZN,1484767,148.4767
716,34200003296994,S,100,AMZN,1488352,148.8352
717,34200003306703,S,300,NVDA,1504832,150.4832
718,34200003308055,B,1000,GOOG,1478576,147.8576
719,34200003308505,B,100,AAPL,1495312,149.5312
720,34200003317717,B,200,META,1528962,152.8962
721,34200003324316,S,200,AMZN,1488643,148.8643
722,34200003329042,S,500,NVDA,1502880,150.288
723,34200003332200,S,300,NVDA,1503733,150.3733
724,34200003338262,S,200,TSLA,1518618,151.8618
725,34200003347994,S,100,MSFT,1486434,148.6434
726,34200003355777,B,100,GOOG,1480554,148.0554
727,34200003358526,S,100,NVDA,1502415,150.2415
728,34200003363309,B,200,MSFT,1486755,148.6755
729,34200003371989,B,100,TSLA,1516860,151.686
730,34200003375672,B,1000,META,1529112,152.9112
731,34200003379995,S,500,TSLA,1518391,151.8391
732,34200003388491,B,1000,TSLA,1518630,151.863
733,34200003398275,S,300,TSLA,1517768,151.7768
734,34200003399969,S,1000,AAPL,1497950,149.795
735,34200003401776,S,500,TSLA,1516456,151.6456
736,34200003407460,B,200,TSLA,1514678,151.4678
737,34200003415860,S,100,AMD,1507369,150.7369
738,34200003425812,S,100,GOOG,1482125,148.2125
739,34200003428289,B,200,MSFT,1485925,148.5925
740,34200003428750,B,100,AMZN,1489062,148.9062
741,34200003435985,S,100,AMD,1506945,150.6945
742,34200003436159,S,100,AAPL,1497278,149.7278
743,34200003439085,B,200,MSFT,1485983,148.5983
744,34200003439439,S,200,MSFT,1486404,148.6404
745,34200003448233,S,200,AMD,1506290,150.629
746,34200003458200,B,100,AMD,1505646,150.5646
747,34200003458634,S,100,AMZN,1488073,148.8073
748,34200003461070,B,200,META,1528376,152.8376
749,34200003467971,B,100,AAPL,1499873,149.9873
750,34200003475179,B,300,AAPL,1502893,150.2893
751,34200003475419,B,100,GOOG,1481276,148.1276
752,34200003477372,S,200,META,1526438,152.6438
753,34200003483077,S,1000,GOOG,1478555,147.8555
754,34200003489874,S,200,NVDA,1500701,150.0701
755,34200003494686,S,1000,MSFT,1485793,148.5793
756,34200003495106,S,100,AMZN,1486927,148.6927
757,34200003495385,S,500,GOOG,1478976,147.8976
758,34200003497496,B,200,TSLA,1513948,151.3948
759,34200003498973,S,300,AMZN,1486443,148.6443
760,34200003500555,B,1000,MSFT,1486177,148.6177
761,34200003508337,S,300,MSFT,1485602,148.5602
762,34200003509643,S,300,AAPL,1504138,150.4138
763,34200003515238,S,100,TSLA,1513746,151.3746
764,34200003522620,B,100,AAPL,1502307,150.2307
765,34200003525042,S,100,MSFT,1482849,148.2849
766,34200003531000,S,1000,AMD,1504750,150.475
767,34200003539270,B,200,TSLA,1512119,151.2119
768,34200003539617,S,100,AAPL,1503761,150.3761
769,34200003541215,S,100,AMZN,1487275,148.7275
770,34200003541337,B,100,AMD,1502425,150.2425
771,34200003547451,B,100,GOOG,1476226,147.6226
772,34200003553679,B,200,TSLA,1514566,151.4566
773,34200003563101,B,100,AMD,1502554,150.2554
774,34200003568742,B,300,GOOG,1475090,147.509
775,34200003568856,S,1000,TSLA,1516488,151.6488
776,34200003571266,S,100,AMD,1503997,150.3997
777,34200003575512,S,300,NVDA,1499078,149.9078
778,34200003575969,S,100,GOOG,1477938,147.7938
779,34200003580635,S,1000,AMD,1505758,150.5758
780,34200003588058,S,200,MSFT,1483982,148.3982
781,34200003590128,S,1000,MSFT,1482899,148.2899
782,34200003595752,B,1000,AMD,1502043,150.2043
783,34200003597914,B,300,META,1524707,152.4707
784,34200003602906,S,500,AMZN,1486601,148.6601
785,34200003611038,B,500,MSFT,1482738,148.2738
786,34200003613314,S,100,META,1525062,152.5062
787,34200003613621,B,1000,AMD,1504166,150.4166
788,34200003615628,S,500,GOOG,1479447,147.9447
789,34200003624049,S,100,GOOG,1478710,147.871
790,34200003624497,B,1000,AMZN,1485697,148.5697
791,34200003625630,S,300,META,1524528,152.4528
792,34200003635622,S,100,NVDA,1501313,150.1313
793,34200003640476,S,200,AAPL,1504987,150.4987
794,34200003648128,S,300,NVDA,1501524,150.1524
795,34200003655030,B,200,NVDA,1499574,149.9574
796,34200003655461,B,100,NVDA,1499984,149.9984
797,34200003655773,S,100,AAPL,1507020,150.702
798,34200003664217,S,500,AMD,1507826,150.7826
799,34200003673378,B,500,NVDA,1498430,149.843
800,34200003680390,S,500,TSLA,1515555,151.5555
801,34200003682701,S,1000,AAPL,1508854,150.8854
802,34200003684982,S,200,MSFT,1484376,148.4376
803,34200003691610,S,200,GOOG,1478872,147.8872
804,34200003698041,B,1000,AAPL,1509883,150.9883
805,34200003704022,B,100,NVDA,1495939,149.5939
806,34200003709802,B,100,AMZN,1489171,148.9171
807,34200003710045,S,200,AAPL,1511139,151.1139
808,34200003713521,S,100,AMZN,1490673,149.0673
809,34200003713891,S,1000,AMD,1506586,150.6586
810,34200003717416,B,100,AAPL,1511124,151.1124
811,34200003724069,B,100,AMD,1505413,150.5413
812,34200003724373,S,100,AAPL,1509964,150.9964
813,34200003731763,S,200,AMD,1506322,150.6322
814,34200003732092,B,500,AMD,1506886,150.6886
815,34200003738889,S,100,NVDA,1494678,149.4678
816,34200003741499,S,300,NVDA,1491639,149.1639
817,34200003745446,S,200,AMZN,1490133,149.0133
818,34200003745596,S,100,META,1522676,152.2676
819,34200003746013,S,200,GOOG,1478630,147.863
820,34200003749008,B,200,GOOG,1475866,147.5866
821,34200003753026,B,100,GOOG,1477588,147.7588
822,34200003758554,B,1000,AMZN,1490581,149.0581
823,34200003764097,S,100,NVDA,1490853,149.0853
824,34200003769433,B,100,AAPL,1507070,150.707
825,34200003769784,S,500,MSFT,1482869,148.2869
826,34200003772524,B,200,GOOG,1478516,147.8516
827,34200003773831,B,200,AMD,1506635,150.6635
828,34200003779196,B,100,AMD,1506847,150.6847
829,34200003786813,S,1000,MSFT,1481777,148.1777
830,34200003795711,S,500,GOOG,1476266,147.6266
831,34200003796142,B,500,GOOG,1472517,147.2517
832,34200003801892,B,100,GOOG,1471005,147.1005
833,34200003804641,B,200,TSLA,1514846,151.4846
834,34200003804839,B,200,META,1522162,152.2162
835,34200003813200,B,200,AAPL,1507087,150.7087
836,34200003814901,B,300,AAPL,1505203,150.5203
837,34200003819718,S,100,NVDA,1493145,149.3145
838,34200003828438,B,1000,GOOG,1473110,147.311
839,34200003831032,B,200,AAPL,1505303,150.5303
840,34200003833774,S,100,AMD,1510125,151.0125
841,34200003841360,B,500,GOOG,1470371,147.0371
842,34200003845853,B,100,META,1522011,152.2011
843,34200003846142,B,500,AAPL,1503968,150.3968
844,34200003846565,B,100,MSFT,1479138,147.9138
845,34200003846710,B,100,NVDA,1492290,149.229
846,34200003852149,B,100,AMZN,1489721,148.9721
847,34200003854591,S,100,AMD,1506195,150.6195
848,34200003854962,B,200,AMZN,1492267,149.2267
849,34200003859371,S,200,GOOG,1469520,146.952
850,34200003868143,B,100,AMZN,1490146,149.0146
851,34200003873261,B,200,AMD,1506497,150.6497
852,34200003873387,S,100,META,1525841,152.5841
853,34200003879727,S,200,MSFT,1480535,148.0535
854,34200003886070,B,200,NVDA,1492094,149.2094
855,34200003886469,S,200,TSLA,1517969,151.7969
856,34200003894923,B,100,AMD,1507822,150.7822
857,34200003898007,S,200,MSFT,1480325,148.0325
858,34200003898345,S,200,AAPL,1504898,150.4898
859,34200003902129,B,100,AMD,1505801,150.5801
860,34200003906675,B,1000,TSLA,1517630,151.763
861,34200003911318,S,200,AMD,1507335,150.7335
862,34200003912974,S,500,MSFT,1478803,147.8803
863,34200003915579,B,1000,AMD,1506050,150.605
864,34200003923241,B,100,AMD,1504774,150.4774
865,34200003929235,S,100,TSLA,1519585,151.9585
866,34200003937833,S,100,MSFT,1480620,148.062
867,34200003938855,S,1000,MSFT,1481281,148.1281
868,34200003944275,B,100,GOOG,1466956,146.6956
869,34200003947093,S,300,TSLA,1519631,151.9631
870,34200003950964,B,100,NVDA,1491098,149.1098
871,34200003959803,B,200,GOOG,1464609,146.4609
872,34200003965183,S,300,TSLA,1518955,151.8955
873,34200003974897,B,100,NVDA,1491206,149.1206
874,34200003975231,B,100,AMZN,1490277,149.0277
875,34200003975388,B,100,GOOG,1467750,146.775
876,34200003985258,S,100,MSFT,1482608,148.2608
877,34200003985369,S,200,MSFT,1480781,148.0781
878,34200003991985,S,300,TSLA,1519714,151.9714
879,34200003995146,S,1000,META,1523691,152.3691
880,34200004000866,B,200,AMZN,1490569,149.0569
881,34200004006539,S,100,AAPL,1506532,150.6532
882,34200004008213,S,100,MSFT,1481954,148.1954
883,34200004014846,B,100,META,1520926,152.0926
884,34200004017836,B,100,MSFT,1480033,148.0033
885,34200004018314,B,300,AAPL,1503270,150.327
886,34200004021723,S,1000,META,1522836,152.2836
887,34200004024637,B,100,AMD,1504486,150.4486
888,34200004027152,B,200,AMZN,1490687,149.0687
889,34200004027294,S,200,META,1524787,152.4787
890,34200004027556,S,500,AMD,1505516,150.5516
891,34200004028755,B,300,AAPL,1504564,150.4564
892,34200004031190,B,1000,AMZN,1490418,149.0418
893,34200004031662,S,200,TSLA,1519386,151.9386
894,34200004034072,S,100,NVDA,1491105,149.1105
895,34200004041228,S,100,MSFT,1481973,148.1973
896,34200004041564,B,500,GOOG,1469058,146.9058
897,34200004047511,B,100,MSFT,1481451,148.1451
898,34200004047612,S,200,AMZN,1494394,149.4394
899,34200004053325,S,100,MSFT,1482756,148.2756
900,34200004053566,B,100,NVDA,1493718,149.3718
901,34200004058791,S,1000,AMD,1506875,150.6875
902,34200004060078,S,300,AMD,1506055,150.6055
903,34200004060317,B,300,AMZN,1493564,149.3564
904,34200004069994,B,100,META,1524239,152.4239
905,34200004076174,B,100,GOOG,1466861,146.6861
906,34200004082935,B,100,AMZN,1493042,149.3042
907,34200004086606,B,500,MSFT,1482941,148.2941
908,34200004096218,B,200,GOOG,1466304,146.6304
909,34200004102322,B,100,GOOG,1464069,146.4069
910,34200004102577,B,300,META,1525723,152.5723
911,34200004107015,B,200,AAPL,1504938,150.4938
912,34200004107511,S,100,MSFT,1483696,148.3696
913,34200004112656,B,100,AMD,1504976,150.4976
914,34200004117021,B,100,AAPL,1504695,150.4695
915,34200004126223,B,300,TSLA,1518649,151.8649
916,34200004127452,S,100,TSLA,1520646,152.0646
917,34200004130068,B,100,TSLA,1518709,151.8709
918,34200004134101,S,300,TSLA,1516577,151.6577
919,34200004138829,S,500,AMD,1506244,150.6244
920,34200004148344,B,100,NVDA,1492887,149.2887
921,34200004151239,B,100,MSFT,1481492,148.1492
922,34200004159512,B,200,NVDA,1492524,149.2524
923,34200004168305,S,100,TSLA,1514992,151.4992
924,34200004177868,B,100,META,1525303,152.5303
925,34200004178069,S,100,GOOG,1465644,146.5644
926,34200004186027,B,100,META,1526444,152.6444
927,34200004193653,S,500,AMD,1505620,150.562
928,34200004193881,S,1000,AMD,1507761,150.7761
929,34200004203042,B,100,AMD,1505141,150.5141
930,34200004203460,S,300,AAPL,1505531,150.5531
931,34200004212617,S,1000,GOOG,1466382,146.6382
932,34200004222473,B,300,AMD,1502231,150.2231
933,34200004229638,B,500,AAPL,1504996,150.4996
934,34200004235603,B,100,AMD,1502919,150.2919
935,34200004244640,S,100,MSFT,1481597,148.1597
936,34200004253745,B,100,AMD,1502762,150.2762
937,34200004253868,S,100,NVDA,1493091,149.3091
938,34200004260459,S,100,MSFT,1480471,148.0471
939,34200004265515,B,100,NVDA,1493015,149.3015
940,34200004267588,S,100,TSLA,1516392,151.6392
941,34200004275509,S,1000,AMZN,1494428,149.4428
942,34200004282697,B,100,NVDA,1493415,149.3415
943,34200004289260,B,300,NVDA,1493517,149.3517
944,34200004291494,S,500,MSFT,1481074,148.1074
945,34200004294000,S,200,TSLA,1515982,151.5982
946,34200004303700,S,100,GOOG,1466526,146.6526
947,34200004313546,B,200,AMD,1501317,150.1317
948,34200004321971,B,200,META,1527068,152.7068
949,34200004330627,S,1000,MSFT,1482299,148.2299
950,34200004332608,S,500,AMZN,1493798,149.3798
951,34200004334663,B,500,TSLA,1514219,151.4219
952,34200004339864,S,200,TSLA,1515864,151.5864
953,34200004348009,B,200,TSLA,1514346,151.4346
954,34200004348178,S,200,NVDA,1494426,149.4426
955,34200004357138,S,100,AAPL,1505352,150.5352
956,34200004359179,B,300,AAPL,1507564,150.7564
957,34200004368375,S,100,NVDA,1496804,149.6804
958,34200004370853,S,200,GOOG,1465705,146.5705
959,34200004375718,B,500,TSLA,1511633,151.1633
960,34200004381216,B,100,NVDA,1494391,149.4391
961,34200004384066,B,300,AMD,1498406,149.8406
962,34200004387440,S,200,META,1530226,153.0226
963,34200004389335,B,100,META,1526980,152.698
964,34200004396280,B,200,TSLA,1512158,151.2158
965,34200004401466,B,500,GOOG,1463555,146.3555
966,34200004405091,B,200,AMZN,1492259,149.2259
967,34200004407403,S,100,AMD,1497913,149.7913
968,34200004410047,B,300,AMD,1494250,149.425
969,34200004411495,B,300,MSFT,1480439,148.0439
970,34200004414724,S,1000,AAPL,1506365,150.6365
971,34200004415088,B,100,AAPL,1504146,150.4146
972,34200004418275,S,300,MSFT,1483357,148.3357
973,34200004418563,B,200,AMZN,1493085,149.3085
974,34200004418674,B,200,MSFT,1483720,148.372
975,34200004426701,B,100,TSLA,1515967,151.5967
976,34200004429623,B,100,AMZN,1490754,149.0754
977,34200004430088,S,1000,AAPL,1504831,150.4831
978,34200004437347,B,200,TSLA,1514178,151.4178
979,34200004445040,B,200,MSFT,1483002,148.3002
980,34200004450108,B,200,MSFT,1483425,148.3425
981,34200004457621,B,100,META,1525266,152.5266
982,34200004458006,S,200,TSLA,1514290,151.429
983,34200004458364,B,100,AAPL,1506724,150.6724
984,34200004458750,B,300,NVDA,1495003,149.5003
985,34200004459012,B,1000,AAPL,1505700,150.57
986,34200004459177,B,300,NVDA,1494940,149.494
987,34200004464489,S,200,AMD,1497614,149.7614
988,34200004473538,S,100,AMZN,1490012,149.0012
989,34200004473665,S,100,MSFT,1481569,148.1569
990,34200004474004,B,200,TSLA,1511616,151.1616
991,34200004482953,S,300,NVDA,1498309,149.8309
992,34200004487290,S,100,AMD,1499332,149.9332
993,34200004488357,S,200,AMZN,1490193,149.0193
994,34200004490902,B,200,MSFT,1481384,148.1384
995,34200004493639,S,300,META,1529044,152.9044
996,34200004502500,B,1000,META,1528519,152.8519
997,34200004510923,S,100,AMD,1498810,149.881
998,34200004512720,S,100,META,1528845,152.8845
999,34200004512950,B,500,AMZN,1488470,148.847
1000,34200004513156,B,100,MSFT,1481333,148.1333
